t,3 mm,t,5 mm,t,8 mm,t,15 mm
1.86E-07,1.50321,2.10E-07,1.76714,2.83E-07,1.45598,2.83E-07,2.41195
1.86E-07,1.50321,2.11E-07,1.75142,2.84E-07,1.44646,2.84E-07,2.39674
1.86E-07,1.50322,2.11E-07,1.75143,2.84E-07,1.44646,2.84E-07,2.39674
1.87E-07,1.48813,2.11E-07,1.75142,2.85E-07,1.43723,2.85E-07,2.381
1.87E-07,1.48814,2.11E-07,1.75143,2.85E-07,1.43723,2.85E-07,2.381
1.87E-07,1.48813,2.12E-07,1.7359,2.86E-07,1.42804,2.86E-07,2.3657
1.87E-07,1.48813,2.12E-07,1.73591,2.86E-07,1.42804,2.86E-07,2.3657
1.87E-07,1.48813,2.12E-07,1.7359,2.87E-07,1.4188,2.87E-07,2.35083
1.87E-07,1.48814,2.12E-07,1.73591,2.87E-07,1.4188,2.87E-07,2.35083
1.88E-07,1.47327,2.13E-07,1.72057,2.88E-07,1.4099,2.88E-07,2.3355
1.88E-07,1.47327,2.13E-07,1.72058,2.88E-07,1.4099,2.88E-07,2.3355
1.88E-07,1.47327,2.13E-07,1.72057,2.89E-07,1.40084,2.89E-07,2.32068
1.88E-07,1.47327,2.13E-07,1.72058,2.89E-07,1.40084,2.89E-07,2.32068
1.88E-07,1.47327,2.14E-07,1.70543,2.90E-07,1.39219,2.90E-07,2.3059
1.88E-07,1.47327,2.14E-07,1.70544,2.90E-07,1.39219,2.90E-07,2.3059
1.89E-07,1.45862,2.14E-07,1.70543,2.91E-07,1.38355,2.91E-07,2.29132
1.89E-07,1.45863,2.14E-07,1.70544,2.91E-07,1.38355,2.91E-07,2.29132
1.89E-07,1.45862,2.15E-07,1.69047,2.92E-07,1.37498,2.92E-07,2.27701
1.89E-07,1.45862,2.15E-07,1.69048,2.92E-07,1.37498,2.92E-07,2.27701
1.89E-07,1.45862,2.15E-07,1.69047,2.93E-07,1.36649,2.93E-07,2.26267
1.89E-07,1.45862,2.15E-07,1.69048,2.93E-07,1.36649,2.93E-07,2.26267
1.90E-07,1.44419,2.16E-07,1.6757,2.94E-07,1.35818,2.94E-07,2.2483
1.90E-07,1.44419,2.16E-07,1.67571,2.94E-07,1.35818,2.94E-07,2.2483
1.90E-07,1.44418,2.16E-07,1.6757,2.95E-07,1.3499,2.95E-07,2.23415
1.90E-07,1.44419,2.16E-07,1.67571,2.95E-07,1.3499,2.95E-07,2.23415
1.90E-07,1.44419,2.17E-07,1.66111,2.96E-07,1.34171,2.96E-07,2.22034
1.90E-07,1.44419,2.17E-07,1.66112,2.96E-07,1.34171,2.96E-07,2.22035
1.91E-07,1.42997,2.17E-07,1.66111,2.97E-07,1.33364,2.97E-07,2.20631
1.91E-07,1.42997,2.17E-07,1.66111,2.97E-07,1.33364,2.97E-07,2.20631
1.91E-07,1.42996,2.18E-07,1.6467,2.98E-07,1.32562,2.98E-07,2.19274
1.91E-07,1.42996,2.18E-07,1.64671,2.98E-07,1.32562,2.98E-07,2.19274
1.91E-07,1.42996,2.18E-07,1.6467,2.99E-07,1.31782,2.99E-07,2.17904
1.91E-07,1.42997,2.18E-07,1.64671,2.99E-07,1.31783,2.99E-07,2.17904
1.92E-07,1.41596,2.19E-07,1.63247,3.00E-07,1.31024,3.00E-07,2.1656
1.92E-07,1.41596,2.19E-07,1.63248,3.00E-07,1.31024,3.00E-07,2.16561
1.92E-07,1.41595,2.19E-07,1.63247,3.01E-07,1.3025,3.01E-07,2.15237
1.92E-07,1.41595,2.19E-07,1.63248,3.01E-07,1.3025,3.01E-07,2.15237
1.92E-07,1.41595,2.20E-07,1.61842,3.02E-07,1.29505,3.02E-07,2.13902
1.92E-07,1.41596,2.20E-07,1.61843,3.02E-07,1.29505,3.02E-07,2.13902
1.93E-07,1.40215,2.20E-07,1.61842,3.03E-07,1.28755,3.03E-07,2.12599
1.93E-07,1.40216,2.20E-07,1.61842,3.03E-07,1.28755,3.03E-07,2.12599
1.93E-07,1.40215,2.21E-07,1.60455,3.04E-07,1.28013,3.04E-07,2.11297
1.93E-07,1.40215,2.21E-07,1.60455,3.04E-07,1.28013,3.04E-07,2.11297
1.93E-07,1.40215,2.21E-07,1.60455,3.05E-07,1.27287,3.05E-07,2.10006
1.93E-07,1.40215,2.21E-07,1.60455,3.05E-07,1.27287,3.05E-07,2.10006
1.94E-07,1.38856,2.22E-07,1.59085,3.06E-07,1.25997,3.06E-07,2.08722
1.94E-07,1.38856,2.22E-07,1.59085,3.06E-07,1.25997,3.06E-07,2.08722
1.94E-07,1.38856,2.22E-07,1.59085,3.07E-07,1.22851,3.07E-07,2.07447
1.94E-07,1.38856,2.22E-07,1.59085,3.07E-07,1.22851,3.07E-07,2.07447
1.94E-07,1.38856,2.23E-07,1.57732,3.08E-07,1.18636,3.08E-07,2.06194
1.94E-07,1.38856,2.23E-07,1.57732,3.08E-07,1.18636,3.08E-07,2.06194
1.95E-07,1.37517,2.23E-07,1.57732,3.09E-07,1.16492,3.09E-07,2.04956
1.95E-07,1.37517,2.23E-07,1.57732,3.09E-07,1.16492,3.09E-07,2.04956
1.95E-07,1.37517,2.24E-07,1.56397,3.10E-07,1.15059,3.10E-07,2.03737
1.95E-07,1.37517,2.24E-07,1.56397,3.10E-07,1.15059,3.10E-07,2.03737
1.95E-07,1.37517,2.24E-07,1.56397,3.11E-07,1.13916,3.11E-07,2.025
1.95E-07,1.37517,2.24E-07,1.56397,3.11E-07,1.13916,3.11E-07,2.025
1.96E-07,1.36198,2.25E-07,1.55078,3.12E-07,1.129,3.12E-07,2.01304
1.96E-07,1.36199,2.25E-07,1.55079,3.12E-07,1.129,3.12E-07,2.01304
1.96E-07,1.36198,2.25E-07,1.55078,3.13E-07,1.11977,3.13E-07,2.0012
1.96E-07,1.36198,2.25E-07,1.55079,3.13E-07,1.11977,3.13E-07,2.0012
1.96E-07,1.36198,2.26E-07,1.53777,3.14E-07,1.11114,3.14E-07,1.98926
1.96E-07,1.36199,2.26E-07,1.53777,3.14E-07,1.11114,3.14E-07,1.98926
1.97E-07,1.349,2.26E-07,1.53777,3.15E-07,1.10298,3.15E-07,1.97758
1.97E-07,1.34901,2.26E-07,1.53777,3.15E-07,1.10298,3.15E-07,1.97758
1.97E-07,1.349,2.27E-07,1.52493,3.16E-07,1.09522,3.16E-07,1.96582
1.97E-07,1.349,2.27E-07,1.52493,3.16E-07,1.09522,3.16E-07,1.96583
1.97E-07,1.349,2.27E-07,1.52493,3.17E-07,1.08774,3.17E-07,1.95425
1.97E-07,1.349,2.27E-07,1.52493,3.17E-07,1.08774,3.17E-07,1.95425
1.98E-07,1.33622,2.28E-07,1.51225,3.18E-07,1.08048,3.18E-07,1.94273
1.98E-07,1.33622,2.28E-07,1.51225,3.18E-07,1.08048,3.18E-07,1.94273
1.98E-07,1.33622,2.28E-07,1.51225,3.19E-07,1.0734,3.19E-07,1.93159
1.98E-07,1.33622,2.28E-07,1.51225,3.19E-07,1.0734,3.19E-07,1.93159
1.98E-07,1.33622,2.29E-07,1.49973,3.20E-07,1.06645,3.20E-07,1.92035
1.98E-07,1.33622,2.29E-07,1.49974,3.20E-07,1.06645,3.20E-07,1.92035
1.99E-07,1.32364,2.29E-07,1.49973,3.21E-07,1.05961,3.21E-07,1.90928
1.99E-07,1.32364,2.29E-07,1.49973,3.21E-07,1.05961,3.21E-07,1.90928
1.99E-07,1.32364,2.30E-07,1.48738,3.22E-07,1.05286,3.22E-07,1.89806
1.99E-07,1.32364,2.30E-07,1.48739,3.22E-07,1.05286,3.22E-07,1.89806
1.99E-07,1.32364,2.30E-07,1.48738,3.23E-07,1.04618,3.23E-07,1.88731
1.99E-07,1.32364,2.30E-07,1.48739,3.23E-07,1.04618,3.23E-07,1.88731
2.00E-07,1.31126,2.31E-07,1.4752,3.24E-07,1.03954,3.24E-07,1.87647
2.00E-07,1.31126,2.31E-07,1.4752,3.24E-07,1.03954,3.24E-07,1.87648
2.00E-07,1.31125,2.31E-07,1.4752,3.25E-07,1.03294,3.25E-07,1.86576
2.00E-07,1.31126,2.31E-07,1.4752,3.25E-07,1.03294,3.25E-07,1.86576
2.00E-07,1.31126,2.32E-07,1.46317,3.26E-07,1.02635,3.26E-07,1.8552
2.00E-07,1.31126,2.32E-07,1.46317,3.26E-07,1.02635,3.26E-07,1.8552
2.01E-07,1.29907,2.32E-07,1.46317,3.27E-07,1.01976,3.27E-07,1.84449
2.01E-07,1.29907,2.32E-07,1.46317,3.27E-07,1.01976,3.27E-07,1.84449
2.01E-07,1.29907,2.33E-07,1.45071,3.28E-07,1.01316,3.28E-07,1.83402
2.01E-07,1.29907,2.33E-07,1.45072,3.28E-07,1.01316,3.28E-07,1.83402
2.01E-07,1.29907,2.33E-07,1.45071,3.29E-07,1.00654,3.29E-07,1.8237
2.01E-07,1.29907,2.33E-07,1.45071,3.29E-07,1.00654,3.29E-07,1.8237
2.02E-07,1.28708,2.34E-07,1.43901,3.30E-07,0.99987,3.30E-07,1.81365
2.02E-07,1.28708,2.34E-07,1.43901,3.30E-07,0.99987,3.30E-07,1.81365
2.02E-07,1.28708,2.34E-07,1.43901,3.31E-07,0.99315,3.31E-07,1.80351
2.02E-07,1.28708,2.34E-07,1.43901,3.31E-07,0.99315,3.31E-07,1.80351
2.02E-07,1.28708,2.35E-07,1.42747,3.32E-07,0.98636,3.32E-07,1.79338
2.02E-07,1.28708,2.35E-07,1.42747,3.32E-07,0.98636,3.32E-07,1.79337
2.03E-07,1.27528,2.35E-07,1.42747,3.33E-07,0.97948,3.33E-07,1.78337
2.03E-07,1.27529,2.35E-07,1.42747,3.33E-07,0.97948,3.33E-07,1.78337
2.03E-07,1.27528,2.36E-07,1.41608,3.34E-07,0.9725,3.34E-07,1.77368
2.03E-07,1.27528,2.36E-07,1.41609,3.34E-07,0.9725,3.34E-07,1.77369
2.03E-07,1.27528,2.36E-07,1.41608,3.35E-07,0.96539,3.35E-07,1.76399
2.03E-07,1.27528,2.36E-07,1.41608,3.35E-07,0.96539,3.35E-07,1.76399
2.04E-07,1.26368,2.37E-07,1.40485,3.36E-07,0.95812,3.36E-07,1.7541
2.04E-07,1.26368,2.37E-07,1.40485,3.36E-07,0.95812,3.36E-07,1.7541
2.04E-07,1.26368,2.37E-07,1.40485,3.37E-07,0.95068,3.37E-07,1.74465
2.04E-07,1.26368,2.37E-07,1.40485,3.37E-07,0.95068,3.37E-07,1.74465
2.04E-07,1.26368,2.38E-07,1.39377,3.38E-07,0.94301,3.38E-07,1.73518
2.04E-07,1.26368,2.38E-07,1.39378,3.38E-07,0.94301,3.38E-07,1.73518
2.05E-07,1.25227,2.38E-07,1.39377,3.39E-07,0.93509,3.39E-07,1.72579
2.05E-07,1.25227,2.38E-07,1.39377,3.39E-07,0.93509,3.39E-07,1.72579
2.05E-07,1.25227,2.39E-07,1.38258,3.40E-07,0.92684,3.40E-07,1.71641
2.05E-07,1.25227,2.39E-07,1.38258,3.40E-07,0.92684,3.40E-07,1.71641
2.05E-07,1.25227,2.39E-07,1.38258,3.41E-07,0.91821,3.41E-07,1.70712
2.05E-07,1.25227,2.39E-07,1.38258,3.41E-07,0.91821,3.41E-07,1.70712
2.06E-07,1.24105,2.40E-07,1.37181,3.42E-07,0.90909,3.42E-07,1.69808
2.06E-07,1.24105,2.40E-07,1.37181,3.42E-07,0.90909,3.42E-07,1.69808
2.06E-07,1.24105,2.40E-07,1.37181,3.43E-07,0.89934,3.43E-07,1.68913
2.06E-07,1.24105,2.40E-07,1.37181,3.43E-07,0.89934,3.43E-07,1.68913
2.06E-07,1.24105,2.41E-07,1.36119,3.44E-07,0.88875,3.44E-07,1.68014
2.06E-07,1.24105,2.41E-07,1.36119,3.44E-07,0.88875,3.44E-07,1.68014
2.07E-07,1.23002,2.41E-07,1.36119,3.45E-07,0.87697,3.45E-07,1.67125
2.07E-07,1.23002,2.41E-07,1.36119,3.45E-07,0.87697,3.45E-07,1.67126
2.07E-07,1.23001,2.42E-07,1.3515,3.46E-07,0.86332,3.46E-07,1.6623
2.07E-07,1.23001,2.42E-07,1.3515,3.46E-07,0.86332,3.46E-07,1.6623
2.07E-07,1.23001,2.42E-07,1.3515,3.47E-07,0.84627,3.47E-07,1.65379
2.07E-07,1.23002,2.42E-07,1.3515,3.47E-07,0.84627,3.47E-07,1.65379
2.08E-07,1.21917,2.43E-07,1.34116,3.48E-07,0.81967,3.48E-07,1.64513
2.08E-07,1.21917,2.43E-07,1.34117,3.48E-07,0.81967,3.48E-07,1.64513
2.08E-07,1.21917,2.43E-07,1.34116,3.49E-07,0.76112,3.49E-07,1.63645
2.08E-07,1.21917,2.43E-07,1.34116,3.49E-07,0.76112,3.49E-07,1.63645
2.08E-07,1.21917,2.44E-07,1.33098,3.50E-07,0.73287,3.50E-07,1.62801
2.08E-07,1.21917,2.44E-07,1.33098,3.50E-07,0.73287,3.50E-07,1.62801
2.09E-07,1.20852,2.44E-07,1.33098,3.51E-07,0.72911,3.51E-07,1.61976
2.09E-07,1.20852,2.44E-07,1.33098,3.51E-07,0.72911,3.51E-07,1.61976
2.09E-07,1.20851,2.45E-07,1.32094,3.52E-07,0.72755,3.52E-07,1.61144
2.09E-07,1.20851,2.45E-07,1.32094,3.52E-07,0.72755,3.52E-07,1.61144
2.09E-07,1.20851,2.45E-07,1.32094,3.53E-07,0.72617,3.53E-07,1.60321
2.09E-07,1.20852,2.45E-07,1.32094,3.53E-07,0.72617,3.53E-07,1.60321
2.10E-07,1.19804,2.46E-07,1.3108,3.54E-07,0.72487,3.54E-07,1.59506
2.10E-07,1.19805,2.46E-07,1.3108,3.54E-07,0.72487,3.54E-07,1.59506
2.10E-07,1.19804,2.46E-07,1.3108,3.55E-07,0.72362,3.55E-07,1.587
2.10E-07,1.19804,2.46E-07,1.3108,3.55E-07,0.72362,3.55E-07,1.587
2.10E-07,1.19804,2.47E-07,1.30081,3.56E-07,0.7224,3.56E-07,1.57893
2.10E-07,1.19805,2.47E-07,1.30081,3.56E-07,0.7224,3.56E-07,1.57893
2.11E-07,1.18776,2.47E-07,1.30081,3.57E-07,0.72119,3.57E-07,1.57093
2.11E-07,1.18776,2.47E-07,1.30081,3.57E-07,0.72119,3.57E-07,1.57093
2.11E-07,1.18776,2.48E-07,1.2912,3.58E-07,0.72001,3.58E-07,1.56321
2.11E-07,1.18776,2.48E-07,1.29121,3.58E-07,0.72001,3.58E-07,1.56321
2.11E-07,1.18776,2.48E-07,1.2912,3.59E-07,0.71884,3.59E-07,1.5555
2.11E-07,1.18776,2.48E-07,1.2912,3.59E-07,0.71884,3.59E-07,1.5555
2.12E-07,1.17766,2.49E-07,1.28221,3.60E-07,0.71768,3.60E-07,1.54774
2.12E-07,1.17766,2.49E-07,1.28221,3.60E-07,0.71768,3.60E-07,1.54774
2.12E-07,1.17766,2.49E-07,1.28221,3.61E-07,0.71654,3.61E-07,1.54013
2.12E-07,1.17766,2.49E-07,1.28221,3.61E-07,0.71654,3.61E-07,1.54013
2.12E-07,1.17766,2.50E-07,1.27266,3.62E-07,0.71541,3.62E-07,1.53259
2.12E-07,1.17766,2.50E-07,1.27266,3.62E-07,0.71541,3.62E-07,1.53259
2.13E-07,1.16774,2.50E-07,1.27266,3.63E-07,0.71429,3.63E-07,1.52517
2.13E-07,1.16774,2.50E-07,1.27266,3.63E-07,0.71429,3.63E-07,1.52517
2.13E-07,1.16774,2.51E-07,1.26357,3.64E-07,0.71318,3.64E-07,1.51776
2.13E-07,1.16774,2.51E-07,1.26357,3.64E-07,0.71318,3.64E-07,1.51776
2.13E-07,1.16774,2.51E-07,1.26357,3.65E-07,0.71209,3.65E-07,1.51042
2.13E-07,1.16774,2.51E-07,1.26357,3.65E-07,0.71209,3.65E-07,1.51042
2.14E-07,1.15801,2.52E-07,1.25457,3.66E-07,0.71101,3.66E-07,1.5032
2.14E-07,1.15801,2.52E-07,1.25457,3.66E-07,0.71101,3.66E-07,1.5032
2.14E-07,1.15801,2.52E-07,1.25457,3.67E-07,0.70994,3.67E-07,1.49589
2.14E-07,1.15801,2.52E-07,1.25457,3.67E-07,0.70994,3.67E-07,1.49589
2.14E-07,1.15801,2.53E-07,1.2456,3.68E-07,0.70889,3.68E-07,1.48891
2.14E-07,1.15801,2.53E-07,1.2456,3.68E-07,0.70889,3.68E-07,1.48891
2.15E-07,1.14846,2.53E-07,1.2456,3.69E-07,0.70785,3.69E-07,1.4819
2.15E-07,1.14846,2.53E-07,1.2456,3.69E-07,0.70785,3.69E-07,1.4819
2.15E-07,1.14845,2.54E-07,1.23696,3.70E-07,0.70682,3.70E-07,1.47486
2.15E-07,1.14845,2.54E-07,1.23696,3.70E-07,0.70682,3.70E-07,1.47486
2.15E-07,1.14845,2.54E-07,1.23696,3.71E-07,0.70581,3.71E-07,1.46793
2.15E-07,1.14846,2.54E-07,1.23696,3.71E-07,0.70581,3.71E-07,1.46793
2.16E-07,1.13908,2.55E-07,1.22825,3.72E-07,0.70481,3.72E-07,1.46106
2.16E-07,1.13909,2.55E-07,1.22825,3.72E-07,0.70481,3.72E-07,1.46106
2.16E-07,1.13908,2.55E-07,1.22825,3.73E-07,0.70383,3.73E-07,1.45439
2.16E-07,1.13908,2.55E-07,1.22825,3.73E-07,0.70383,3.73E-07,1.45439
2.16E-07,1.13908,2.56E-07,1.21978,3.74E-07,0.70286,3.74E-07,1.44759
2.16E-07,1.13908,2.56E-07,1.21978,3.74E-07,0.70286,3.74E-07,1.44759
2.17E-07,1.12989,2.56E-07,1.21978,3.75E-07,0.70191,3.75E-07,1.44108
2.17E-07,1.12989,2.56E-07,1.21978,3.75E-07,0.70191,3.75E-07,1.44108
2.17E-07,1.12989,2.57E-07,1.21128,3.76E-07,0.70097,3.76E-07,1.43441
2.17E-07,1.12989,2.57E-07,1.21128,3.76E-07,0.70097,3.76E-07,1.43441
2.17E-07,1.12989,2.57E-07,1.21128,3.77E-07,0.70005,3.77E-07,1.42746
2.17E-07,1.12989,2.57E-07,1.21128,3.77E-07,0.70005,3.77E-07,1.42746
2.18E-07,1.12088,2.58E-07,1.20315,3.78E-07,0.69915,3.78E-07,1.41572
2.18E-07,1.12088,2.58E-07,1.20315,3.78E-07,0.69915,3.78E-07,1.41572
2.18E-07,1.12088,2.58E-07,1.20315,3.79E-07,0.69825,3.79E-07,1.39331
2.18E-07,1.12088,2.58E-07,1.20315,3.79E-07,0.69825,3.79E-07,1.39331
2.18E-07,1.12088,2.59E-07,1.19499,3.80E-07,0.69738,3.80E-07,1.35841
2.18E-07,1.12088,2.59E-07,1.195,3.80E-07,0.69738,3.80E-07,1.35841
2.19E-07,1.11205,2.59E-07,1.19499,3.81E-07,0.69652,3.81E-07,1.32775
2.19E-07,1.11205,2.59E-07,1.19499,3.81E-07,0.69652,3.81E-07,1.32775
2.19E-07,1.11205,2.60E-07,1.18705,3.82E-07,0.69568,3.82E-07,1.30958
2.19E-07,1.11205,2.60E-07,1.18705,3.82E-07,0.69568,3.82E-07,1.30958
2.19E-07,1.11205,2.60E-07,1.18705,3.83E-07,0.69486,3.83E-07,1.29596
2.19E-07,1.11205,2.60E-07,1.18705,3.83E-07,0.69486,3.83E-07,1.29596
2.20E-07,1.1034,2.61E-07,1.17921,3.84E-07,0.69405,3.84E-07,1.28496
2.20E-07,1.10339,2.61E-07,1.17921,3.84E-07,0.69405,3.84E-07,1.28496
2.20E-07,1.10339,2.61E-07,1.17921,3.85E-07,0.69326,3.85E-07,1.27502
2.20E-07,1.10339,2.61E-07,1.17921,3.85E-07,0.69326,3.85E-07,1.27502
2.20E-07,1.10339,2.62E-07,1.17157,3.86E-07,0.69249,3.86E-07,1.26612
2.20E-07,1.10339,2.62E-07,1.17158,3.86E-07,0.69249,3.86E-07,1.26612
2.21E-07,1.09492,2.62E-07,1.17157,3.87E-07,0.69174,3.87E-07,1.2577
2.21E-07,1.09492,2.62E-07,1.17157,3.87E-07,0.69174,3.87E-07,1.2577
2.21E-07,1.09492,2.63E-07,1.16396,3.88E-07,0.69101,3.88E-07,1.24979
2.21E-07,1.09492,2.63E-07,1.16397,3.88E-07,0.69101,3.88E-07,1.24979
2.21E-07,1.09492,2.63E-07,1.16396,3.89E-07,0.69029,3.89E-07,1.2422
2.21E-07,1.09492,2.63E-07,1.16396,3.89E-07,0.69029,3.89E-07,1.2422
2.22E-07,1.08662,2.64E-07,1.15605,3.90E-07,0.6896,3.90E-07,1.23497
2.22E-07,1.08662,2.64E-07,1.15605,3.90E-07,0.6896,3.90E-07,1.23497
2.22E-07,1.08662,2.64E-07,1.15605,3.91E-07,0.68892,3.91E-07,1.22797
2.22E-07,1.08662,2.64E-07,1.15605,3.91E-07,0.68892,3.91E-07,1.22797
2.22E-07,1.08662,2.65E-07,1.13257,3.92E-07,0.68827,3.92E-07,1.22113
2.22E-07,1.08662,2.65E-07,1.13255,3.92E-07,0.68827,3.92E-07,1.22113
2.23E-07,1.07849,2.65E-07,1.13257,3.93E-07,0.68763,3.93E-07,1.21461
2.23E-07,1.0785,2.65E-07,1.13255,3.93E-07,0.68763,3.93E-07,1.21461
2.23E-07,1.07849,2.66E-07,1.08458,3.94E-07,0.68702,3.94E-07,1.20822
2.23E-07,1.07849,2.66E-07,1.08451,3.94E-07,0.68702,3.94E-07,1.20822
2.23E-07,1.07849,2.66E-07,1.08458,3.95E-07,0.68642,3.95E-07,1.20188
2.23E-07,1.07849,2.66E-07,1.08451,3.95E-07,0.68642,3.95E-07,1.20188
2.24E-07,1.07055,2.67E-07,1.06096,3.96E-07,0.68585,3.96E-07,1.19561
2.24E-07,1.07055,2.67E-07,1.06092,3.96E-07,0.68585,3.96E-07,1.19561
2.24E-07,1.07055,2.67E-07,1.06096,3.97E-07,0.6853,3.97E-07,1.18949
2.24E-07,1.07055,2.67E-07,1.06092,3.97E-07,0.6853,3.97E-07,1.18949
2.24E-07,1.07055,2.68E-07,1.04612,3.98E-07,0.68478,3.98E-07,1.18346
2.24E-07,1.07055,2.68E-07,1.0461,3.98E-07,0.68478,3.98E-07,1.18346
2.25E-07,1.06277,2.68E-07,1.04612,3.99E-07,0.68427,3.99E-07,1.1775
2.25E-07,1.06278,2.68E-07,1.0461,3.99E-07,0.68427,3.99E-07,1.1775
2.25E-07,1.06277,2.69E-07,1.03476,4.00E-07,0.68379,4.00E-07,1.1716
2.25E-07,1.06277,2.69E-07,1.03474,4.00E-07,0.68379,4.00E-07,1.1716
2.25E-07,1.06277,2.69E-07,1.03476,4.01E-07,0.68333,4.01E-07,1.16577
2.25E-07,1.06278,2.69E-07,1.03474,4.01E-07,0.68333,4.01E-07,1.16577
2.26E-07,1.05518,2.70E-07,1.02472,4.02E-07,0.6829,4.02E-07,1.15998
2.26E-07,1.05518,2.70E-07,1.02471,4.02E-07,0.6829,4.02E-07,1.15998
2.26E-07,1.05518,2.70E-07,1.02472,4.03E-07,0.68249,4.03E-07,1.15421
2.26E-07,1.05518,2.70E-07,1.02471,4.03E-07,0.68249,4.03E-07,1.15421
2.26E-07,1.05518,2.71E-07,1.01557,4.04E-07,0.6821,4.04E-07,1.14851
2.26E-07,1.05518,2.71E-07,1.01558,4.04E-07,0.6821,4.04E-07,1.14851
2.27E-07,1.04521,2.71E-07,1.01557,4.05E-07,0.68174,4.05E-07,1.14284
2.27E-07,1.04521,2.71E-07,1.01558,4.05E-07,0.68174,4.05E-07,1.14284
2.27E-07,1.04521,2.72E-07,1.00713,4.06E-07,0.68141,4.06E-07,1.13717
2.27E-07,1.04521,2.72E-07,1.00712,4.06E-07,0.68141,4.06E-07,1.13717
2.27E-07,1.04521,2.72E-07,1.00713,4.07E-07,0.68111,4.07E-07,1.13155
2.27E-07,1.04521,2.72E-07,1.00712,4.07E-07,0.68111,4.07E-07,1.13155
2.28E-07,1.00053,2.73E-07,0.99912,4.08E-07,0.68083,4.08E-07,1.12595
2.28E-07,1.00052,2.73E-07,0.99912,4.08E-07,0.68083,4.08E-07,1.12595
2.28E-07,1.00053,2.73E-07,0.99912,4.09E-07,0.68058,4.09E-07,1.12037
2.28E-07,1.00053,2.73E-07,0.99911,4.09E-07,0.68058,4.09E-07,1.12037
2.28E-07,1.00052,2.74E-07,0.99134,4.10E-07,0.68035,4.10E-07,1.11479
2.28E-07,1.00051,2.74E-07,0.99133,4.10E-07,0.68035,4.10E-07,1.11479
2.29E-07,0.9637,2.74E-07,0.99134,4.11E-07,0.68016,4.11E-07,1.10923
2.29E-07,0.96368,2.74E-07,0.99133,4.11E-07,0.68016,4.11E-07,1.10923
2.29E-07,0.96371,2.75E-07,0.98389,4.12E-07,0.67999,4.12E-07,1.10366
2.29E-07,0.96371,2.75E-07,0.98388,4.12E-07,0.67999,4.12E-07,1.10366
2.29E-07,0.9637,2.75E-07,0.98389,4.13E-07,0.67986,4.13E-07,1.09808
2.29E-07,0.96368,2.75E-07,0.98388,4.13E-07,0.67986,4.13E-07,1.09808
2.30E-07,0.94128,2.76E-07,0.9766,4.14E-07,0.67976,4.14E-07,1.0925
2.30E-07,0.94126,2.76E-07,0.9766,4.14E-07,0.67976,4.14E-07,1.0925
2.30E-07,0.94128,2.76E-07,0.9766,4.15E-07,0.67969,4.15E-07,1.0869
2.30E-07,0.94129,2.76E-07,0.9766,4.15E-07,0.67969,4.15E-07,1.0869
2.30E-07,0.94128,2.77E-07,0.96944,4.16E-07,0.67965,4.16E-07,1.0813
2.30E-07,0.94126,2.77E-07,0.96944,4.16E-07,0.67965,4.16E-07,1.0813
2.31E-07,0.92719,2.77E-07,0.96944,4.17E-07,0.67964,4.17E-07,1.07567
2.31E-07,0.92718,2.77E-07,0.96944,4.17E-07,0.67964,4.17E-07,1.07567
2.31E-07,0.9272,2.78E-07,0.96236,4.18E-07,0.67967,4.18E-07,1.07001
2.31E-07,0.9272,2.78E-07,0.96235,4.18E-07,0.67967,4.18E-07,1.07001
2.31E-07,0.92719,2.78E-07,0.96236,4.19E-07,0.67974,4.19E-07,1.06433
2.31E-07,0.92718,2.78E-07,0.96235,4.19E-07,0.67974,4.19E-07,1.06433
2.32E-07,0.91618,2.79E-07,0.95531,4.20E-07,0.67984,4.20E-07,1.0586
2.32E-07,0.91618,2.79E-07,0.95531,4.20E-07,0.67984,4.20E-07,1.0586
2.32E-07,0.91618,2.79E-07,0.95531,4.21E-07,0.67997,4.21E-07,1.05284
2.32E-07,0.91619,2.79E-07,0.95531,4.21E-07,0.67997,4.21E-07,1.05284
2.32E-07,0.91618,2.80E-07,0.94828,4.22E-07,0.68015,4.22E-07,1.04702
2.32E-07,0.91618,2.80E-07,0.94827,4.22E-07,0.68015,4.22E-07,1.04702
2.33E-07,0.90742,2.80E-07,0.94828,4.23E-07,0.68036,4.23E-07,1.04115
2.33E-07,0.90742,2.80E-07,0.94827,4.23E-07,0.68036,4.23E-07,1.04115
2.33E-07,0.90742,2.81E-07,0.94122,4.24E-07,0.68061,4.24E-07,1.03521
2.33E-07,0.90742,2.81E-07,0.94122,4.24E-07,0.68061,4.24E-07,1.03521
2.33E-07,0.90742,2.81E-07,0.94122,4.25E-07,0.68091,4.25E-07,1.0292
2.33E-07,0.90742,2.81E-07,0.94122,4.25E-07,0.68091,4.25E-07,1.0292
2.34E-07,0.89977,2.82E-07,0.93412,4.26E-07,0.68124,4.26E-07,1.02311
2.34E-07,0.89977,2.82E-07,0.93411,4.26E-07,0.68124,4.26E-07,1.02311
2.34E-07,0.89977,2.82E-07,0.93412,4.27E-07,0.68162,4.27E-07,1.01692
2.34E-07,0.89977,2.82E-07,0.93411,4.27E-07,0.68162,4.27E-07,1.01692
2.34E-07,0.89977,2.83E-07,0.92693,4.28E-07,0.68205,4.28E-07,1.01063
2.34E-07,0.89977,2.83E-07,0.92693,4.28E-07,0.68205,4.28E-07,1.01063
